순위,영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,국적,배급사,장르,러닝타임,평점,감독,tmdb_id,genres,cast,poster_url
129,마션,2015-10-08,"39,702,034,175","4,887,144","1,132","115,967",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",모험,144분,8.72,리들리 스콧,286217.0,"드라마, 모험, SF","맷 데이먼, 제시카 차스테인, 크리스틴 위그, 제프 다니엘스, 마이클 페나, 숀 빈, 케이트 마라, 세바스찬 스탠, 악셀 헨니, 추이텔 에지오포, 베네딕트 웡, 맥켄지 데이비스, 도널드 글로버, Nick Mohammed, 陳數, 고웅, Enzo Cilenti, 조너선 아리스, Gruffudd Glyn, Geoffrey Thomas, Yang Haiwen, Narantsogt Tsogtsaikhan, Brian Caspe, Szonja Oroszlán, Mark O'Neal, Karen Gagnon, Lili Bordán, Nikolett Barabas, Dilyana Bouklieva, Björn Freiberg, James Fred Harkins Jr., Sam Spruell, Matt Devere, Mike Kelly, Greg De Cuir, Peter Linka, Declan Hannigan, Peter Schueller, Waleska Latorre, Frederik Pleitgen, Charlie Gardner, Nóra Lili Hörich, Kamilla Fátyol, Yang Liu, Richard Rifkin, Nicholas Wittman, Ben O'Brien, Scott Alexander Young, Jason Ryan, James Dougherty, Xue Xuxing, Balázs Medveczky, Dora Endre, 나오미 스콧",https://image.tmdb.org/t/p/w500/uH8q40cjMAjrRHyPJMbQwAIJATb.jpg
130,토르: 라그나로크,2017-10-25,"39,261,266,595","4,858,572","1,640","137,496",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,130분,9.03,타이카 와이티티,284053.0,"액션, 모험, SF","크리스 헴스워스, 마크 러팔로, 톰 히들스턴, 케이트 블란쳇, 이드리스 엘바, 제프 골드블룸, 테사 톰슨, 칼 어반, 안소니 홉킨스, 베네딕트 컴버배치, 타이카 와이티티, 레이철 하우스, 클랜시 브라운, 아사노 타다노부, 레이 스티븐슨, 재커리 레비, Georgia Blizzard, Amali Golden, 루크 헴스워스, 샘 닐, 샬롯 닉다오, Ash Ricardo, Shalom Brune-Franklin, Taylor Hemsworth, Cohen Holloway, Alia Seror-O'Neill, Sophia Laryea, Steven Oliver, Hamish Parkinson, Jasper Bagg, Sky Castanho, Shari Sebbens, Richard Green, Sol Castanho, Jet Tranter, Samantha Hopper, Eloise Winestock, Rob Mayes, Tahlia Jade, Winnie Mzembe, Sean Edward Frazer, Connor Zegenhagen, Tracie Filmer, Tracey Lee Maxwell, Beatrice Ward, Donnie Baxter, Greta Carew-Johns, Mollie McGregor, Sophia McGregor, 맷 데이먼, 스탠 리, Katie Anderson, 샘 하그레이브, Garreth Hadfield, Braden Lewis",https://image.tmdb.org/t/p/w500/98pS5T4Xe362fxJBWTuq1m46dOJ.jpg
131,어메이징 스파이더맨,2012-06-28,"41,165,656,235","4,853,273","1,118","92,766",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,136분,7.79,마크 웹,1930.0,"액션, 모험, SF","앤드류 가필드, 엠마 스톤, 리스 에반스, 데니스 리어리, 마틴 쉰, 샐리 필드, 이르판 칸, 캠벨 스콧, 엠베스 데이비츠, Chris Zylka, Max Charles, C. Thomas Howell, Jake Keiffer, Kari Coleman, Michael Barra, Leif Gantvoort, Andy Pessoa, 해나 마크스, Kelsey Asbille, Kevin McCorkle, Andy Gladbach, Ring Hendricks-Tellefsen, Barbara Eve Harris, 스탠 리, Danielle Burgio, Tom Waite, Keith Campbell, Steve DeCastro, Jill Flint, Mark Daugherty, Milton González, Skyler Gisondo, Charlie DePew, Jacob Rodier, Vincent Laresca, Damien Lemon, Ty Upshaw, James Chen, Alexander Bedria, Tia Texada, Jay Caputo, John Burke, Terry Bozeman, Jennifer Lyons, Michael Massee, Amber Stevens West, Max Bogner, Ethan Cohn, Miles Elliot, Miranda LaDawn Hill, Amanda MacDonald, Maury Morgan, Michael Papajohn",https://image.tmdb.org/t/p/w500/a1Kup5VnmxjAHnsT3Sz7RtrC9UU.jpg
132,"님아, 그 강을 건너지 마오",2014-11-27,"37,367,033,579","4,803,592",806,"93,599",한국,한국,"CGV아트하우스,(주)대명문화공장",다큐멘터리,86분,9.16,진모영,306598.0,"다큐멘터리, 로맨스, 드라마","Cho Byeong-man, Kang Gye-yeol",https://image.tmdb.org/t/p/w500/iOZvpm5CmhDOWMzwDrBw2XdTPu8.jpg
133,봉오동 전투,2019-08-07,"40,593,934,038","4,788,155","1,476","107,056",한국,한국,(주)쇼박스,액션,135분,9.07,원신연,573791.0,"역사, 액션, 전쟁","유해진, 류준열, 조우진, 키타무라 카즈키, 이케우치 히로유키, 박지환, 최유화, 성유빈, 이재인, 다이고 코타로, Kang Jun-seok, 최민식, 박희순, 김규백, 이동용, 원진, Won Pung-yeon, Park Seung-jun, Hong Jin-gi, 윤병희, Seo Jeong-sik, Kang Min-tae, 홍상표, 고민시",https://image.tmdb.org/t/p/w500/4ownGujuWMvBoVDJa9kX4Pb1X80.jpg
134,조선명탐정 : 각시투구꽃의 비밀,2011-01-27,"35,842,409,500","4,786,369",632,"84,145",한국,한국,(주)쇼박스,코미디,115분,8.12,김석윤,64931.0,"미스터리, 액션, 역사, 코미디, 범죄","김명민, 오달수, 한지민, 이재용, 우현, 예수정, 정인기, 남성진, 김태훈, Kim Do-yoon, 최무성, 양한열",https://image.tmdb.org/t/p/w500/dY2gXsV1fbZXXto74tBfMQpA355.jpg
135,군도: 민란의 시대,2014-07-23,"36,992,608,499","4,775,990","1,394","67,261",한국,한국,(주)쇼박스,액션,137분,7.34,윤종빈,281780.0,"액션, 드라마","하정우, 강동원, 이경영, 이성민, 조진웅, 마동석, 윤지혜, 김해숙, 한예리, 정만식, 주진모, 송영창, 김성균, 이다윗, 남다름, 박명신, 김꽃비, Kim Jae-young, Lee Sang-won, 김병옥, 이동용, Uhm Ji-sung, 윤경호, 정이서",https://image.tmdb.org/t/p/w500/dGEHXP4j8CNvPWJybdKv2YPhlWB.jpg
136,남산의 부장들,2020-01-22,"41,229,590,550","4,750,859","1,659","140,219",한국,한국,(주)쇼박스,드라마,114분,8.46,우민호,566397.0,"드라마, 스릴러","이병헌, 이성민, 곽도원, 이희준, 김소진, 서현우, 김민상, 김홍파, 박지일, Ji Hyun-jun, 박성근, Lee San-ho, Kim Seung-hoon, 주석태, 이양희, 조혜주, John D. Michaels, Lee Seung-jin, Park Hyun-woo, Choi Jae-hoon, Choi Woo-jun, Son In-yong, 정미형, Kim Dong-hwan",https://image.tmdb.org/t/p/w500/eUMI51eeUxpS6wDNJoPEncAI9q5.jpg
137,라이온 킹,2019-07-17,"41,519,732,430","4,743,295","1,936","126,503",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,118분,8.64,존 파브로,420818.0,"모험, 드라마, 가족, 애니메이션","추이텔 에지오포, 존 올리버, 도널드 글로버, 제임스 얼 존스, 존 카니, Alfre Woodard, 비욘세, JD McCrary, Shahadi Wright Joseph, Penny Johnson Jerald, 키건마이클 키, Eric André, Florence Kasumba, 세스 로건, Billy Eichner, Amy Sedaris, Chance the Rapper, Josh McCrary, Phil LaMarr, J. Lee",https://image.tmdb.org/t/p/w500/mOR24P4tXgcT3cjzPs7Ca0wog7X.jpg
138,범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,"36,540,977,500","4,720,172",713,"91,915",한국,한국,(주)쇼박스,범죄,133분,8.67,윤종빈,89501.0,"범죄, 스릴러","최민식, 하정우, 곽도원, 마동석, 김성균, 김혜은, 조진웅, Kang Yeong-il, 김영선, 유재명, 김종수, 김종구, 김응수, Kim Min-joo, 박병은, 오만석, 김춘기, 이윤희, 김홍파, 고규필",https://image.tmdb.org/t/p/w500/4tJYmvn7VgDsrAYHgB3qebVWTut.jpg
139,파일럿,2024-07-31,"43,204,079,201","4,718,036","1,956","203,283",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,코미디,111분,7.57,김한결,965094.0,코미디,"조정석, 이주명, 한선화, 신승호, 김지현, 오민애, 서재희, 유재석, 조세호, 문상훈, 현봉식, 서현철, 강하늘, 이시언, Park Da-on, 차희, Choi Pil-sang, 서명찬, 은정완, Yoo In-hye, 남현우, 임세인, Lee Su-mi, Cho Joo-kyoung, 오태은, Han Sa-myeong, Song Hoon, Kim Seung-bee, 나현우, Yoon Soo-hyuk, Jo Seung-goo, 김지오",https://image.tmdb.org/t/p/w500/i0QIYEuY8BabwAHEFL0LkUsXCrZ.jpg
140,주토피아,2016-02-17,"37,147,956,842","4,711,015",735,"131,453",미국,미국,월트디즈니컴퍼니코리아(주),애니메이션,108분,9.33,바이론 하워드,269149.0,"애니메이션, 모험, 가족, 코미디","제이슨 베이트먼, 지니퍼 굿윈, 이드리스 엘바, 제니 슬레이트, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, J.K. 시몬스, 옥타비아 스펜서, 앨런 튜딕, 샤키라, Raymond S. Persi, Della Saba, 모리스 라마슈, Phil Johnston, Fuschia!, 존 디마지오, Katie Lowes, Gita Reddy, Jesse Corti, Tommy Lister Jr., Josh Dallas, Leah Latham, Rich Moore, Kath Soucie, Peter Mansbridge, 바이런 하워드, 재러드 부시, Mark Rhino Smith, Josie Trinidad, John Lavelle, 크리스틴 벨, Evelyn Wilson Bresee, Hewitt Bush, Jill Cordes, Madeleine Curry, Terri Douglas, Melissa Goodwin Shepherd, Zach King, Dave Kohut, Jeremy Milton, Pace Paulsen, Fabienne Rawley, Bradford Simonsen, Claire K. Smith, Jackson Stein, David A. Thibodeau, Hannah G. Williams",https://image.tmdb.org/t/p/w500/fZcab1yiKXsjx3S8D4KRHZsnMGC.jpg
141,엣지 오브 투모로우,2014-06-04,"38,786,998,201","4,706,213",801,"95,776",미국,미국,워너브러더스 코리아(주),액션,113분,8.74,더그 라이만,137113.0,"액션, SF","톰 크루즈, 에밀리 블런트, 빌 팩스턴, 브렌던 글리슨, Noah Taylor, Kick Gurry, Dragomir Mrsic, Charlotte Riley, Jonas Armstrong, Franz Drameh, Masayoshi Haneda, Tony Way, 테렌스 메이나드, Lara Pulver, Madeleine Mantock, Assly Zandry, Sebastian Blunt, Beth Goddard, Ronan Summers, Aaron Romano, Usman Akram, Bentley Kalu, Mairead McKinley, Andrew Neil, Martin Hyder, Tommy Campbell, John Dutton, Harry Landis, Rachel Handshaw, Martin McDougall, Danny Kushmaro, Anna Botting, Jane Hill, David Kaye, Jackson, Johnny Otto, Stuart Matthews, 에린 버넷, Lamin Tamba",https://image.tmdb.org/t/p/w500/uZy5RUNb052OSyhZgTBA9ZxFVzc.jpg
142,신세계,2013-02-21,"34,931,269,185","4,690,270",671,"91,865",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,134분,8.94,박훈정,165213.0,"스릴러, 범죄, 드라마","이정재, 최민식, 황정민, 박성웅, 송지효, Kim Yoon-sung, 나광훈, 박서연, 최일화, 주진모, 장광, 권태원, 김홍파, 이경영, 류승범, 마동석, 김병옥, 우정국, Park In-Soo, Jung Young-ki, Park Sang-gyu, Ryu Sung-hyun, Jeong Gi-seop, Sung Nak-kyung, 정민성, 안수호, 태인호, Jeong Jae-heon, Kim Seo-won, Park Ji-hoon, Kwak Jin-seok, Ham Jin Sung, Choi Je-heon, Baek Seung-ik, 동현배, 한재덕",https://image.tmdb.org/t/p/w500/yiDQaLGF6hXVdiKodfdurUcgxWV.jpg
143,신비한 동물사전,2016-11-16,"39,365,960,288","4,669,702","1,431","116,374",미국,"미국,영국",워너브러더스 코리아(주),판타지,132분,8.69,데이빗 예이츠,259316.0,"판타지, 모험","에디 레드메인, 캐서린 워터스톤, Dan Fogler, 앨리슨 수돌, 콜린 파렐, 존 보이트, 론 펄먼, 조니 뎁, 조이 크래비츠, 에즈라 밀러, 사만다 모튼, Carmen Ejogo, Josh Cowdery, Ronan Raftery, Faith Wood-Blagrove, Jenn Murray, 젬마 찬, Peter Breitmayer, Kevin Guthrie, Sean Cronin, Sam Redford, Akin Gazi, Todd Boyce, Anne Wittman, Andreea Păduraru, Matthew Sim, Elizabeth Moynihan, Adam Lazarus, Lucie Pohl, Tim Bentinck, Bart Edwards, Brian F. Mulvey, Tristan Tait, Tom Clarke Hill, Cory Peterson, Jake Samuels, Max Cazier, Dan Hedaya, Christy Meyer, Guy Paul, Walles Hamonde, Dominique Tipper, Leo Heller, Miles Roughley, Erick Hayden, Paul Birchard, Tom Hodgkins, Ellie Haddington, Joseph Macnab, Martin Oelbermann, Richard Clothier, Christian Dixon, Richard Hardisty, Miquel Brown, 운미 모사쿠, Cristian Solimeno, Matthew Wilson, Aretha Ayeh, Emmi, Nicholas McGaughey, Arinzé Kene, Jane Perry, Abi Adeyemi, Alphonso Austin, Roy Beck, David J Biscoe, Lee Bolton, Neil Broome, Fanny Carbonnel, David Charles-Cully, Craig Davies, Chloe de Burgh, Paul Dewdney, Rudi Dharmalingam, Joshua Diffley, Richard Douglas, Henry Douthwaite, Dino Fazzani, Abigayle Honeywill, Attila G. Kerekes, Simon Kerrison, Denis Khoroshko, Alan Mandel, Jorge Leon, Christine Marzano, Pete Meads, Dennis O'Donnell, Gino Picciano, Jason Redshaw, Dave Simon, Connor Sullivan, Dan Trotter, Morgan Walters, Anick Wiget, Reid Anderson, Tineke Ann Robson, Cinta Laura Kiehl, Annarie Boor",https://image.tmdb.org/t/p/w500/1HHH1YR2UL5JLkrsbO6gfcg0gna.jpg
144,도가니,2011-09-22,"35,570,402,000","4,663,377",754,"88,251",한국,한국,(주)씨제이이엔엠,드라마,125분,9.27,황동혁,81481.0,드라마,"공유, 정유미, 김현수, Jung In-seo, 백승환, 장광, 김주령, 김민상, 임현성, 전국환, 최진호, Kwon Hong-suk, 엄효섭, 박혜진, Kim Ji-young, 김지영, Uhm Ji-sung, 이상희, 남명렬, Park Kyoung-hee, 장소연, 홍석연, Heo Jae-ho, Jung Hyung-suk",https://image.tmdb.org/t/p/w500/p6VHOM2GuMe5MJXagoIZLy4UGXg.jpg
145,쿵푸 팬더,2008-06-05,"29,998,156,500","4,654,267",563,"79,901",미국,미국,씨제이엔터테인먼트,애니메이션,92분,9.02,마크 오스본,9502.0,"액션, 모험, 애니메이션, 가족, 코미디","잭 블랙, 안젤리나 졸리, 더스틴 호프만, 이언 맥셰인, 성룡, 루시 리우, 세스 로건, David Cross, Randall Duk Kim, 제임스 홍, Dan Fogler, 마이클 클라크 덩컨, 웨인 나이트, Kyle Gass, JR Reed, Laura Kightlinger, Tanya Haden, Stephen Kearin, 마크 오스본, 존 스티븐슨, Jeremy Shipp, Melissa Cobb, Kent Osborne, Emily Burns, Stephanie Harvey, Riley Osborne",https://image.tmdb.org/t/p/w500/c3Dzd3A3QE0LkKb5HMOHTzs2Fyg.jpg
146,내 아내의 모든 것,2012-05-17,"34,224,467,500","4,598,985",563,"91,777",한국,한국,(주)넥스트엔터테인먼트월드(NEW),멜로/로맨스,121분,8.59,민규동,116488.0,"코미디, 로맨스","이선균, 임수정, 류승룡, 이광수, 김정태, 이성민, 김도영, 김지영, 박희본, 남명렬, 조한철, 이세영, 오나라, 정성화, Kim Hyo-joon, 이도아, Kim Eun-kyoung, Yeom Hye-ran, Lee Dal-Hyeong, Ha Bok-eum",https://image.tmdb.org/t/p/w500/mNS9UU8sAhBaffVVU9vPNs4MxvY.jpg
147,판도라,2016-12-07,"36,069,197,064","4,585,116","1,184","100,273",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,136분,8.78,박정우,429450.0,"스릴러, 드라마, 액션","김남길, 김주현, 김명민, 이경영, 김영애, 정진영, 문정희, Bae Gang-Yoo, 김대명, 유승목, 강신일, 김세동, 송영창, 김영웅, Kim Han-jong, Kwak Min-seok, Park Sun-Hee, 공정환, 김혜은, 백도빈, 홍석빈, 김금순, 오예설, Park Pal-Young, No Kang-min, Park Joon-young, 조한철, 정인기, 손종학, 송영창, 김종구, Shim Young-Min, Kang Suk-won, 문종일",https://image.tmdb.org/t/p/w500/a1OakqMoPYvSCBFPc6F8nhI2qu.jpg
148,스파이더맨 3,2007-05-01,"29,453,324,000","4,582,342",802,"79,616",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,SF,139분,7.47,샘 레이미,559.0,"액션, 모험, SF","토비 맥과이어, 커스틴 던스트, 제임스 프랭코, 토마스 헤이든 처치, 토퍼 그레이스, 브라이스 댈러스 하워드, Rosemary Harris, J.K. 시몬스, 제임스 크롬웰, 딜런 베이커, Theresa Russell, 빌 넌, 브루스 캠벨, 엘리자베스 뱅크스, Ted Raimi, Perla Haney-Jardine, 윌렘 대포, 클리프 로버트슨, Elya Baskin, Mageina Tovah, John Paxton, Becky Ann Baker, 스탠 리, Michael Papajohn, 조 맹거넬로, Hal Fishman, Lucy Gordon, Steve Valentine, Tim Maculan, Marc Vann, Joe Bays, Gregg Daniel, Rogelio T. Ramos, Timothy Patrick Quill, Menachem Mendel Boymelgreen, Nasir Stewart, Austin Hendrickson, Taylor Hemhauser, Kathryn Bryding, Joe Virzi, Bill E. Rogers, Michael Alexander, April Parker Jones, Edward Padilla, Robert Curtis Brown, Paul Terrell Clayton, Carolyn Neff, Christina Cindrich, Sonya Maddox, Andre B. Blake, Derrick 'Phoenix' Thomas, Jessi Collins, Michael McLaughlin, Anne Gartlan, Emilio Rivera, Keith Woulard, Reynaldo Gallegos, Jim Coope, Dean Edwards, Margaret Laney, Toni Wynne, Aimee Miles, Tanya Bond, Mark Kubr, Emma Raimi, Lorne Raimi, Henry Raimi, Alan Cohn, Dan Callahan, Daniel Cummings, Ron King, Carol Chaikin, Vance Hammond, Frank Anello, Anya Avaeva, David Backus, Tony Besson, Michael Ciesla, Irina Costa, John Crann, Crystal Marie Denha, Amy V. Dewhurst, Keith Fausnaught, Logan Fry, Tony Galtieri, Brian Hopson, Andrew James Jones, Natalie Jones, Christopher Jude, Brittany Krall, Pierangeli Llinas, Bernadette Lords, Natalie McNeil, Martha Millan, Michele-Nanette Miller, Claudia Katz Minnick, Jen Oda, Anjelia Pelay, Nick Poltoranin, Vanessa Reseland, La Rivers, Bria Roberts, Vanessa Ross, Brenna Roth, Shade Rupe, Daniel Shafer, Abbey Skinner, Kristin Somo, Jennifer Sparks, Christopher Stadulis, Aija Terauda, Evelyn Vaccaro, Nick Vlassopoulos, Sincerely A. Ward, Jennifer Weston, Ray Wineteer, Emily Eckes, Samantha Ressler, Craig 'Radio Man' Castaldo",https://image.tmdb.org/t/p/w500/9atb6Nn8TRGxfwROJGuzOD24GNl.jpg
149,맘마미아!,2008-09-03,"29,693,828,850","4,579,143",451,"111,812",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,108분,8.43,필리다 로이드,11631.0,"코미디, 로맨스","메릴 스트립, 아만다 사이프리드, 피어스 브로스넌, 콜린 퍼스, 스텔란 스카스가드, 줄리 월터스, 도미닉 쿠퍼, 크리스틴 바란스키, Niall Buggy, Chris Jarvis, Ashley Lilley, Rachel McDowall, Philip Michael, Juan Pablo Di Pace, Enzo Squillino Jr., Ricardo Montez, Benny Andersson, Spencer Kayden, Björn Ulvaeus, 리타 윌슨, Nancy Baldwin, Heather Emmanuel, Colin Davis, Mia Soteriou, George Georgiou, Hemi Yeroham, Maria Lopiano, Norma Atallah, Myra McFadyen, Leonie Hill, Jane Foufas, Karl Bowe, Celestina Banjo, Emrhys Cooper, Maria Despina, Gareth Davis, Charlotte Habib, Gareth Derrick, Jennifer Leung, Kage Douglas, Lydia Louisa, Phillip Dzwonkiewicz, Kristina MacMillan, Tommy Franzen, Lauri Owen, Tom Goodall, Joanne Sandi, Aykut Hilmi, Christie Saunders, Jamie Hughes-Ward, Emma Slater, Taylor James, Helen Soraya, Jack Jefferson, Caterina Spano, Peter Le Brun, Michelle Theunissen, Sebastien Torkia, Kitty Whitelaw, Dylan Turner, Nikki Davis-Jones, Ed White, Michelle Trimboli, Sean Williams, Kirsty Mather, Lee Honey-Jones, Rebecca Lee, Gareth Chart, Clare Louise Connolly, Sonny Lee Hymas, Kirsty Swain, Tim Stanley, Lisa Reynolds, Sara West, Claire Fishenden, Adrian Allan, Maeve Yanes, Anthony Backman, Mackenzie Criswell, Lori Haley Fox, Sommer Garcia, Will Jeffs, Kirk McGee, Meghan McLeod, Nikki Rapp",https://image.tmdb.org/t/p/w500/9fnWov6Mb7LJKA2dJLV9h1mcSnF.jpg
150,나쁜 녀석들: 더 무비,2019-09-11,"39,560,195,124","4,573,902","1,511","113,938",한국,한국,(주)씨제이이엔엠,범죄,114분,8.15,손용호,585831.0,"액션, 범죄","마동석, 김상중, 김아중, 장기용, 박효준, 김인우, 이재윤, 박원상, 조영진, 박형수, Park Sang-wook, 강예원, 조동혁, 김혜윤, 공정환, Kim Kyung-duk, Kim Moon-hak, 양해길, Kim Won-jin, 윤병희, 박광재, Min Tae-yul, 김춘기, Jeon Gwon-ha, Lee Su-jeong, Ji Nam-hyuk",https://image.tmdb.org/t/p/w500/m8jIFKcZK8MiEf79O8f3BrI5IUz.jpg
151,노량: 죽음의 바다,2023-12-20,"45,010,301,375","4,573,647","2,196","155,718",한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",액션,153분,8.24,김한민,660360.0,"액션, 역사, 드라마, 전쟁","김윤석, 백윤식, 정재영, 허준호, 김성규, 이규형, 이무생, 최덕문, 안보현, 박명훈, 박훈, 문정희, 안성기, 여진구, 이제훈, 박용우, 김민상, 공명, 남명렬, 남경읍, Bae Han-seong, Kim Jae-young, Jeong Gi-seop, 유성주, 안성봉, 안세호, 이성욱, 오누리, 주석태, Choi Kwang-je, Choi Jung-tae, 김중희, Song Yo-sep, Gun Woo, Lee San-ho",https://image.tmdb.org/t/p/w500/WqgLrAbPnEfgn7WP7J2IvL1Z9V.jpg
152,캐리비안의 해적: 세상의 끝에서,2007-05-23,"29,122,818,500","4,569,391",953,"77,968",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,판타지,168분,8.21,고어 버빈스키,285.0,"모험, 판타지, 액션","조니 뎁, 올랜도 블룸, 키이라 나이틀리, 제프리 러쉬, 스텔란 스카스가드, 주윤발, 빌 나이, Jack Davenport, Kevin McNally, 톰 홀랜더, 나오미 해리스, 조너선 프라이스, Keith Richards, Lee Arenberg, 매켄지 크룩, Greg Ellis, David Bailie, Martin Klebba, 데이비드 쇼필드, Nicole Dionne, Lauren Maher, Vanessa Branch, Angus Barnett, Giles New, Reggie Lee, Dominic Scott Kay, Takayo Fischer, David Meunier, Ho-Kwan Tse, Andy Beckwith, Peter Donald Badalamenti II, Christopher S. Capp, Hakeem Kae-Kazim, غسان مسعود, Omid Djalili, Michelle Lee, Huynh Quang, Ned Wertimer, Arnold Chon, Larry Leong, Marcel Iureș, Marshall Manesh, Christopher Adamson",https://image.tmdb.org/t/p/w500/bTotG6tZERQqfKr2TDjwdjW8It4.jpg
